Text,pos,neg
"#GraphiteStocks Triton Minerals study provides low risk, high returns at Nicanda Hill: 
Tri... http://t.co/86pyW4W62Z #NYSE #NASDAQ #DOW",1,0
"#GraphiteStocks Florian Siegfried: Seeking Less Risky Business In Mining M&amp;A: 
Florian Sieg... http://t.co/p3X3Wuonhg #NYSE #NASDAQ #DOW",1,0
"9 OUT OF 10 #OIL BARRELS #OILSANDS PROD REQUIRE $95
#LNG#COAL#GENTRIFICATION
#FTSE #NYSE #DAX #MOSCOW #BEIJING #MENA #UN
"RT @homelessdave0: 9 OUT OF 10 #OIL BARRELS #OILSANDS PROD REQUIRE $95
#LNG#COAL#GENTRIFICATION
"RT @homelessdave0: 9 OUT OF 10 #OIL BARRELS #OILSANDS PROD REQUIRE $95
#LNG#COAL#GENTRIFICATION
"RT @homelessdave0: 9 OUT OF 10 #OIL BARRELS #OILSANDS PROD REQUIRE $95
#LNG#COAL#GENTRIFICATION
"RT @homelessdave0: 9 OUT OF 10 #OIL BARRELS #OILSANDS PROD REQUIRE $95
#LNG#COAL#GENTRIFICATION
US Voices Concern Over Politicisation of EU's Google Case http://t.co/IK12MQo1iq $GOOG #GOOGL #EU #Stocks #Nasdaq #NYSE,0,1
RT @VitaminShoppe: Keeping the NYSE trading floor stocked with health at the @nyse #nyse #nysebell thank you for having us today http://t.c,1,0
Our team is heading to #NYC to ring the closing bell today! #nyse #nysebell #healthenthusiasts #teamvitaminshoppe  http://t.co/RxlAp4jynY...,1,0
Our team is heading to #NYC to ring the closing bell today! #nyse #nysebell #healthenthusiasts #teamvitaminshoppe  http://t.co/CdMfkmCdMp...,1,0
"RT @daf_tv: Opening Bell: NASDAQ 4.297 +0,32% #nyse #dow #wallstreet #market #finance #dax #boerse #chart #trade #aktie #nasdaq #dollar #op",1,0
"RT @daf_tv: Opening Bell: Dow Jones 17.836 +0,10% #nyse #dow #wallstreet #market #finance #dax #boerse #chart #trading #aktie #dollar #open",1,0
Watch Elizabeth Warren Tear Into the New York Fed Chief Over Agency's 'Regulatory Capture' http://t.co/4XrqsL2h70 #NYSE,0,1
Watch Elizabeth Warren Tear Into the New York Fed Chief Over Agency's 'Regulatory Capture' http://t.co/8IAjeBU0jB #NYSE,0,1
5-star analyst Brent Thill from UBS reiterated a BUY on $WDAY. Brent has a 73.3% success rate http://t.co/99OP0IlQGI #NYSE #stocks #WDAY,1,0
HP Meets Analysts' Q4 Expectations http://t.co/lOnZSryvt9 $HPQ #Stocks #NYSE #NASDAQ,1,0
Top Stock Picks: $BMRN $DISH $DDD $AIG $ABBV $AAPL $YHOO $ARIA $OUTR $JCP http://t.co/Vv2VEnpBuv #finance #nyse #mkt #investing #wallstreet,1,0
CORRUPT WALL STREET STOCK MARKET COLLAPSES TO NEVER RECOUPERATE http://t.co/Ol4CO2Pyec #wallstreet #nyse #stocks #money #finance #dollar,0,1
RT @RobertBornAgain: CORRUPT WALL STREET STOCK MARKET COLLAPSES TO NEVER RECOUPERATE http://t.co/Ol4CO2Pyec #wallstreet #nyse #stocks #mone,0,1
4-star analyst Richard Davis from Canaccord Genuity reiterated a BUY on $WDAY. Richard has a +5.7% avg rtrn http://t.co/WEuJGRgtji #NYSE,1,0
5-star analyst Brian White from Cantor Fitzgerald maintained a BUY on $WDAY. Brian has a 74.4% success rate http://t.co/WEuJGRgtji #NYSE,1,0
"#GraphiteStocks Triton Minerals Limited (ASX:TON) Nicanda Hill Scoping Study: 
"#GraphiteStocks Dam construction and its impacts: 
Dam construction and its impacts
"#GraphiteStocks Triton Minerals study provides low risk, high returns at Nicanda Hill: 
Tri... http://t.co/GhjEzPHjkc #NYSE #NASDAQ #DOW",1,0
Yesterday's All-Time Highs: $HCT $FOXA $APH $CHTR $FCB $EAT $ST $SONC $TMO $WDC $TIF $R $ENH $BWLD $MYCC http://t.co/S9oPUZ8PN3 #stock #nyse,1,0
RT @StockSignaling: Yesterday's All-Time Highs: $HCT $FOXA $APH $CHTR $FCB $EAT $ST $SONC $TMO $WDC $TIF $R $ENH $BWLD $MYCC http://t.co/S9,1,0
"#GraphiteStocks Investor Stock Alert on Price Target:Cimarex Energy Co , Graftech ...: 
4-star analyst Brian Schwartz from Oppenheimer reiterated a BUY on $WDAY. Brian has a +9.8% avg rtrn http://t.co/WEuJGRgtji #NYSE #stocks,1,0
US stock market dips as oil pushes energy sector lower http://t.co/tQUtGrsJGa #NYSE,0,1
US stock market dips as oil pushes energy sector lower http://t.co/rz0G9BmDfj #NYSE,0,1
4-star analyst Sharon Zackfia from William Blair maintained a BUY on $ZOES. Sharon has a 67.9% success rate http://t.co/v98H6SzDVg #NYSE,1,0
"Isnt it lovely to be able to kiss and cuddle, hold and gently explore each
"RT @bbw_escort_xxl: Isnt it lovely to be able to kiss and cuddle, hold and gently explore each
"NYSE, Telecommunications, Positive, Previous hour, SD +1.10, #NYSE #Telecommunications",1,0
"NYSE, Technology, Active, Previous hour, SD +1.47, #NYSE #Technology",1,0
"NYSE, Technology, Active, Previous hour, SD +3.85, #NYSE #Technology",1,0
#NYSE volume analysis does not confirm the uber bullish picture at all http://t.co/2gUMjvLwFi,0,1
"NYSE, Telecommunications, Negative, Previous hour, SD -1.27, #NYSE #Telecommunications",0,1
"NYSE, Technology, Active, Previous hour, SD +1.13, #NYSE #Technology",1,0
"NYSE, Inactive, Previous hour, SD -1.19, #NYSE",0,1
"NYSE, Consumer Services, Inactive, Previous hour, SD -1.00, #NYSE #ConsumerServices",0,1
"NEWS: #SeaWorld Entertainment Misses on Q3 Earnings; #Shares Dip
http://t.co/E7ac50OKWI #Financial #NYSE #SEAS #Blackfish",0,1
"NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
"#SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.co/xSGPgHlyd4",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Misses on Q3 Earnings; #Shares Dip
NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #Finance #NYSE,0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
"#SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/RZyoYkmD1w  #CNN #Finance #NYSE #SEAS #Blackfish",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"Blatant Self Promotion!

http://t.co/KlXYWI1GUs

RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Misses on Q3 Earnings; #Shares Dip
http://t.co/E7ac50OKWI #Financial #NYSE #SEAS #Blackfish",0,1
Insiders Selling: $MTB $GWR $EBS $AMKR $UCBI $EGOV $RNG $TER $WAB $FIVE $ARIA $JBLU $ESNT $PNC $ACMP http://t.co/TRx9EnjwT5 #spy #dow #nyse,0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
3-star analyst Natasha Boyden from MLV &amp; Co. reiterated a BUY on $NM. Natasha has a +7.3% avg rtrn http://t.co/dpjM2mRUKw #NYSE #stocks,1,0
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
0-star analyst Vishal Shah from Deutsche Bank maintained a BUY on $YGE. Vishal has a 30.3% success rate http://t.co/HAdor8GcRC #NYSE #stocks,1,0
US Voices Concern Over Politicisation of EU's Google Case http://t.co/IK12MQo1iq $GOOG #GOOGL #EU #Stocks #Nasdaq #NYSE #investor #Invest,0,1
"CP announces plan to purchase up to 1,2M common shares under its share repurchase program http://t.co/skZ2cp1t4p $CP $CP.TO #Stocks #NYSE",1,0
"BlackBerry Discounts Passport, Offers iPhone Trade-In Program http://t.co/9nq2cJsgzd $BBRY $AAPL #NYSE #NASDAQ #Invest",1,0
$DWA upgraded by Morgan Stanley from Equal-Weight to Overweight. http://t.co/1aIh4Rkvud $SPY $DIA $QQQ #stocks #trading #stockupgrade #nyse,1,0
$BWS upgraded by Sterne Agee from Neutral to Buy. http://t.co/1aIh4Rkvud $SPY $DIA $QQQ #stocks #trading #stockupgrade #nyse,1,0
$BDX upgraded by JP Morgan from Neutral to Overweight. http://t.co/1aIh4Rkvud $SPY $DIA $QQQ #stocks #trading #stockupgrade #nyse,1,0
$BURBY upgraded by Nomura from Neutral to Buy. http://t.co/1aIh4Rkvud $SPY $DIA $QQQ #stocks #trading #stockupgrade #nyse,1,0
$CPA downgraded by JP Morgan from Overweight to Neutral. http://t.co/1aIh4Rkvud  $DIA $QQQ $SPY #stockdowngrade #stocks #nyse #nasdaq,0,1
$CUB downgraded by Needham from Buy to Hold. http://t.co/1aIh4Rkvud  $DIA $QQQ $SPY #stockdowngrade #stocks #nyse #nasdaq,0,1
$VNET downgraded by Stifel from Buy to Hold. http://t.co/1aIh4Rkvud  $DIA $QQQ $SPY #stockdowngrade #stocks #nyse #nasdaq,0,1
"Monetary Morphine DayTradingradio's Daily #Newspaper
RT @GaveKalCapital: #GaveKal Capital: #NYSE #MarginDebt Declines For The 4th Time This Year http://t.co/ZX77s6e36w http://t.co/Iar2xbW1ly,0,1
0-star analyst Philip Shen from Roth Capital maintained a BUY on $TSL. Philip has a 31.1% success rate http://t.co/GCmWsvGS6n #NYSE #stocks,1,0
#Scrum is dominant creator of new money according to the #NYSE - #Agile orgs compared to top US IPO's @Wikispeed http://t.co/9nnr1iQgQM,1,0
"RT @deborahyao: Macy's (Thanksgiving Day Parade) rings NYSE opening bell #NYSE
https://t.co/iU1wJfGDfy",1,0
"Macy's (Thanksgiving Day Parade) rings NYSE opening bell #NYSE
https://t.co/iU1wJfGDfy",1,0
RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
"RT @SeaworId_: #SeaWorld #stocks fall. Falling attendance blamed \o/
http://t.co/gF0F1WeKXU #CNN #Finance #NYSE #SEAS #Blackfish http://t.c",0,1
"#Santa rang the bell on the #NYSE for $M this morning! It's beginning to look a lot like Christmas...*giddy* for Parade, tomorrow!!!",1,0
1-star analyst Amy Noblin from William Blair reiterated a BUY on $DSW. Amy has a 33.3% success rate http://t.co/iTnmPw4FlA #NYSE #stocks,1,0
"#IT #NYSE:T #NSDQ:AMZN
 Amazons Fire Phone is now cheap: $199 without a contract - Mobile.. http://t.co/gMYUiyjL2h",1,0
"OUCH!!! 
#Seaworld #Blackfish
#BlackfishEffect #NYSE $SEAS http://t.co/yDGCOfyChl",0,1
"RT @oceanCRIES: OUCH!!! 
#Seaworld #Blackfish
#BlackfishEffect #NYSE $SEAS http://t.co/yDGCOfyChl",0,1
1-star analyst Karl Chalabala from Canaccord Genuity maintained a BUY on $MHR. Karl has a 0.0% success rate http://t.co/VGtKC5h9Gy #NYSE,1,0
"Saffron on the floor of the #NYSE today, about to ring the #OpeningBell with Santa and Miss USA http://t.co/vDXiKcy32g",1,0
"#NYSE #DOW_JONES
$AAPL $GOOG $FB $AMZN $PCLN

$TWTR 650% http://t.co/oo4pQJEPTy",1,0
Foreign investors show interest in joining Iranian stock exchange http://t.co/3s8Nak5Ckj $DJIA $SPY $SPX #NYSE,1,0
Macy's Celebrates 88th Annual Thanksgiving Day Parade At The NYSE Opening Bell http://t.co/0DnLjrJo7i #NYSE,1,0
Macy's Celebrates 88th Annual Thanksgiving Day Parade At The NYSE Opening Bell http://t.co/EFIPWbIwqS #NYSE,1,0
1-star analyst Jialong Shi from Credit Suisse upgraded rating on $QIHU to BUY.  http://t.co/qtRCq5NwZJ #NYSE #stocks #QIHU,1,0
RT @VitaminShoppe: Keeping the NYSE trading floor stocked with health at the @nyse #nyse #nysebell thank you for having us today http://t.c,1,0
"RT @SeaworId_: NEWS: #SeaWorld Entertainment Crumbles: #SEAS Falls 9.4% in Session
http://t.co/nrJnkneO8T #Finance #Shares #NYSE #Blackfish",0,1
"RT @homelessdave0: 9 OUT OF10 #OILBARRELSOILSANDS PROD REQUIRE$95
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
#VANPOLI #DTES #INM
"9 OUT OF10 #OILBARRELSOILSANDS PROD REQUIRE$95
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
#VANPOLI #DTES #INM
"RT @homelessdave0: 9 OUT OF10 #OILBARRELSOILSANDS PROD REQUIRE$95
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
#VANPOLI #DTES #INM
"RT @homelessdave0: 9 OUT OF10 #OILBARRELSOILSANDS PROD REQUIRE$95
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
#VANPOLI #DTES #INM
"RT @homelessdave0: 9 OUT OF10 #OILBARRELSOILSANDS PROD REQUIRE$95
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
#VANPOLI #DTES #INM
Movers and Shakers: Trading on Major News: $NTAP $VIP $ADT $FOSL $SUSQ $BBT $MTOR $BCS $SEAS $DOW $CSIQ $PLUG $EBAY $ZTS $VSLR #stock #nyse,1,0
"#GraphiteStocks Senior UBS FX, Metals Traders Among 11 Said to Face Swiss Probe: 
Senior UB... http://t.co/NzrA8w7m0M #NYSE #NASDAQ #DOW",0,1
"#GraphiteStocks So Bad It's Good: Surviving 2014: 
So Bad It's Good: Surviving 2014
3-star analyst Philip Van Deusen from Tigress Financial rated $SJM w/a BUY. Philip has a 72.7% success rate http://t.co/2SrfS0vODe #NYSE,1,0
"#GraphiteStocks Saint Jean Carbon to Acquire Miller East Lump Graphite Project: 
"$NXTD any kind of buying pressure and she RUNs HARD! #Wocket
#MONEY
#NASDAQ
#STOCKPICKS
#MAKEMONEY
#WALLSTREET
#NYSE
"$HPQ $BBY pre-earnings purchase, post-earnings jump #whatmorecanagirlaskfor #NYSE #Nasdaq",1,0
RT @VitaminShoppe: Closing bell #teamvitaminshoppe at @nyse #nyse #nysebell a great moment for our company. Spreading health &amp; wellness htt,1,0
Top Stocks (By Trading Liquidity): $CJES $QIHU $NETE $KBH $MHR $SSRI $CLDX $PXLW $ANV $INVN $GPRO $JKS $SNSS $CALL $SYNA #wallstreet #nyse,1,0
"The #NYSE Composite has closed up +0.17% at 11,047.91 whilst the #DJI Dow gains +0.07% to 17,827.75",1,0
Low yields could spell trouble for stocks http://t.co/4td0MyUWNS #NYSE,0,1
Low yields could spell trouble for stocks http://t.co/t2mdvICa4U #NYSE,0,1
Upgraded Stocks Trading in a New Range: $AAL $WERN $DWA $BDX $BWS $TERP $UTX $PINC $CPRT $QIHU $BYD $AA $OUTR $DENN $BEAT #watchlist #nyse,1,0
5-star analyst @ysquali from Cantor Fitzgerald maintained a BUY on $SSTK. Youssef has a 73.3% success rate http://t.co/Mufr1TFlF0 #NYSE,1,0
"RT @homelessdave0: IAMLET ME BECLEAR BIG #OIL #LNG
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
"IAMLET ME BECLEAR BIG #OIL #LNG
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
"RT @homelessdave0: IAMLET ME BECLEAR BIG #OIL #LNG
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
"RT @homelessdave0: IAMLET ME BECLEAR BIG #OIL #LNG
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
"RT @homelessdave0: IAMLET ME BECLEAR BIG #OIL #LNG
#OPEC
#FTSE #NYSE #DAX #KXL#KINDERMORGAN #MENA
Iron-Ore is Second Only To Oil as a Traded Commodity in Africa http://t.co/RADBt0hRO4 #energy #nyse,1,0
Many thanks to the Haven Tower Group for securing me a spot on #CNBC Closing Bell today at #nyse http://t.co/kOpBZlRqSb,1,0
3-star analyst Joan Storms from Wedbush maintained a BUY on $DG.  http://t.co/JgL8zMqu5l #NYSE #stocks #DG,1,0
5-star analyst Gordon Johnson from Axiom reiterated a SELL on $RIO. Gordon has a 73.4% success rate http://t.co/iQh9ecpkUQ #NYSE #stocks,0,1
5-star analyst Mark Mahaney from RBC Capital reiterated a BUY on $P. Mark has a 65.8% success rate http://t.co/X819CfzBDM #NYSE #stocks,1,0
"Tech Stocks Boost S&amp;P 500 Index Reach Record High, Led By Apple Inc., HP http://t.co/ZTRAHNHUR5 #NYSE",1,0
"Tech Stocks Boost S&amp;P 500 Index Reach Record High, Led By Apple Inc., HP http://t.co/YQ2AgJU8st #NYSE",1,0
4-star analyst Troy Jensen from Piper Jaffray reiterated a BUY on $BLOX. Troy has a +5.8% avg rtrn http://t.co/tORCBKguHJ #NYSE #stocks,1,0
4-star analyst James Goss from Barrington reiterated a BUY on $TWX. James has a 70.5% success rate http://t.co/bjRaNCQBH9 #NYSE #stocks,1,0
"Isnt it lovely to be able to kiss and cuddle, hold and gently explore each
"#Book: #Insider Dealing &amp; the #Market Abuse Regime in the #EU &amp; the #US 
US stocks climb to record levels http://t.co/XEktGB9maf #NYSE,1,0
US stocks climb to record levels http://t.co/pzldcs1vi7 #NYSE,1,0
5-star analyst Richard Kugele from Needham reiterated a BUY on $NMBL. Richard has a 70.8% success rate http://t.co/ZTps4hfTUd #NYSE #stocks,1,0
4-star analyst Paul Quinn from RBC Capital rated $LPX w/a SELL. Paul has a 61.3% success rate http://t.co/U8cRpCz51P #NYSE #stocks #LPX,0,1
Insiders Selling: $ENS $WSM $SBAC $RGLD $GPRO $PMCS $ABBV $TEX $MS $COVS $CTRL $AHT $EMN $CXW $COP http://t.co/TRx9EnjwT5 #finance #nyse,0,1
CORRUPT WALL STREET STOCK MARKET COLLAPSES TO NEVER RECOUPERATE http://t.co/Ol4CO2Pyec #dollar #nyse #stocks #stockmarket #money #rfid #gold,0,1
4-star analyst Michael Rollins from Citigroup rated $ZAYO w/a BUY. Michael has a 63.2% success rate http://t.co/NuAtB38VTi #NYSE #stocks,1,0
"DON'T FORGET . . . Exchanges close early today - trading hours for NYSE are listed here: https://t.co/ZZConKbAUZ 
4-star analyst Jerry Revich from Goldman Sachs maintained a SELL on $DE. Jerry has a 61.5% success rate http://t.co/rSNRTdfzz8 #NYSE #stocks,0,1
Sony Picks Consoles And Sensors Over Smartphones And TV http://t.co/3eJcge0NHw $SNE #Stocks #Investing #NYSE #NASDAQ #Tech,1,0
"Facing escalating pushback, Canada's oil sands industry goes on the offensive http://t.co/fl8thwYc6f $TRP #Stocks #Investing #NYSE #Nasdaq",0,1
"RT @crazycanuck655: Facing escalating pushback, Canada's oil sands industry goes on the offensive http://t.co/fl8thwYc6f $TRP #Stocks #Inve",0,1
"RT @crazycanuck655: Facing escalating pushback, Canada's oil sands industry goes on the offensive http://t.co/fl8thwYc6f $TRP #Stocks #Inve",0,1
1-star analyst Judson Bailey from Wells Fargo maintained a SELL on $SDRL. Judson has a 22.2% success rate http://t.co/lHAcQ2d2UH #NYSE,0,1
#Recommended Burlington Stores $BURL #nyse at $17 last year. Currently $43.91. Strong sales and great management. #BurlingtonStores,1,0
#GraphiteStocks Philippine Metals Inc. Signs Letters of Intent to Acquire Copper Projects .... http://t.co/mJlXD6N0N3 #NYSE #NASDAQ #DOW,1,0
Gold Forecast: 4.46% Gain In 14 Days http://t.co/vOCeA59z7f #GoldSilverPredictions #GoldPrediction #stocks #nyse,1,0
Top Stocks (By Trading Liquidity): $CJES $QIHU $NETE $KBH $MHR $SSRI $CLDX $PXLW $ANV $INVN $GPRO $JKS $SNSS $CALL $SYNA #nyse #spy #stock,1,0
"Today, the #USA holiday, the day of #Thanksgiving .
1-star analyst Derik De Bruin from Merrill Lynch reiterated a BUY on $PLL. Derik has a -0.8% avg rtrn http://t.co/asi3aemJ3Z #NYSE #stocks,1,0
#HFT dilutes trust by market participants. Pushes fees down. #equitycrowdfunding appears not to be rigged like #nyse  http://t.co/kN2RnEQ3j6,1,0
"Syrian Electronic Army claims CBC, other media website hacks http://t.co/5NEpugr65f #NYSE",0,1
"Syrian Electronic Army claims CBC, other media website hacks http://t.co/W8Tj2tumBX #NYSE",0,1
My Full trade diary for this great #Swing #Trade on $EXC - fantastic 3.4% profit on my trading account balance http://t.co/GemOlAvXOh #nyse,1,0
"Is it just me, or does it seem a bit strange that #gold takes a hit over night into #NYSE holiday?",0,1
4-star analyst Simon Flannery from Morgan Stanley rated $ZAYO w/a BUY. Simon has a 77.3% success rate http://t.co/NuAtB38VTi #NYSE #stocks,1,0
RT @Violin_Europe: See our great CEO @ViolinMemory present at Barclays Global #Tech event on Dec 10: http://t.co/szNTqNvpGH #NYSE #VMEM htt,1,0
RT @ManCave_SA: The #NYSE trades a massive $16 trillion a year - by far the largest sum in the world! #ManCaveSA,1,0
"Yip!My future employers:""@ManCave_SA: The #NYSE trades a massive $16 trillion a year - by far the largest sum in the world! #ManCaveSA""",1,0
"Good thing #NYSE #NASDAQ are closed on #Thanksgiving, else with #Brent #crudeoil down $6+, markets are awaiting to go bonkers tomorrow.",0,1
4-star analyst Timothy Horan from Oppenheimer reiterated a BUY on $ZAYO. Timothy has a 67% success rate http://t.co/NuAtB38VTi #NYSE #stocks,1,0
1-star analyst Justin Furby from William Blair maintained a BUY on $WDAY. Justin has a -0.4% avg rtrn http://t.co/WEuJGRgtji #NYSE #stocks,1,0
"#Oil price falls$69HD
http://t.co/537kzD61Ul
#FTSE #NYSE #DAX#KXL#KINDERMORGAN#MENA #UN
#VANPOLI #DTES #INM #TSX #RUBLE#LNG#PETRONAS",0,1
"RT @homelessdave0: #Oil price falls$69HD
http://t.co/537kzD61Ul
#FTSE #NYSE #DAX#KXL#KINDERMORGAN#MENA #UN
#VANPOLI #DTES #INM #TSX #",0,1
"RT @homelessdave0: #Oil price falls$69HD
http://t.co/537kzD61Ul
#FTSE #NYSE #DAX#KXL#KINDERMORGAN#MENA #UN
#VANPOLI #DTES #INM #TSX #",0,1
"RT @homelessdave0: #Oil price falls$69HD
http://t.co/537kzD61Ul
#FTSE #NYSE #DAX#KXL#KINDERMORGAN#MENA #UN
#VANPOLI #DTES #INM #TSX #",0,1
"RT @homelessdave0: #Oil price falls$69HD
http://t.co/537kzD61Ul
#FTSE #NYSE #DAX#KXL#KINDERMORGAN#MENA #UN
#VANPOLI #DTES #INM #TSX #",0,1
"RT @OpFunKill: Steal tweet!
#SeaWorld #Stocks #Financial #Advice #NYSE #MadMoney #Markets #RealMoney #JimCramer #TheStreet SELL !!! http://",0,1
5-star analyst Sam Poser from Sterne Agee upgraded rating on $DSW to HOLD. Sam has a 77% success rate http://t.co/iTnmPw4FlA #NYSE #stocks,1,0
3-star analyst James Moorman from D.A. Davidson rated $ZAYO w/a BUY. James has a +9.4% avg rtrn http://t.co/NuAtB38VTi #NYSE #stocks #ZAYO,1,0
"#GraphiteStocks Roads to nowhere: 
Roads to nowhere
RT @SeaworId_: NEWS: SeaWorld flops its most important quarter of the year http://t.co/985AENYqCC #FloppySyndrome #Contagious #StayAway #,0,1
5-star analyst Michael Graham from Canaccord Genuity reiterated a BUY on $P. Michael has a +15.9% avg rtrn http://t.co/X819CfzBDM #NYSE,1,0
Good news! @ViolinMemory stock jumped 5% on Fiscal Q3 results. See http://t.co/9x0CaZmsdm -- #NYSE $VMEM http://t.co/2L9Sbd24IV,1,0
RT @ViolinMemory: Good news! @ViolinMemory stock jumped 5% on Fiscal Q3 results. See http://t.co/9x0CaZmsdm -- #NYSE $VMEM http://t.co/2L9S,1,0
"NYSE, Telecommunications, Negative, Previous hour, SD -1.53, #NYSE #Telecommunications",0,1
"NYSE, Utilities, Negative, Previous hour, SD -1.07, #NYSE #Utilities",0,1
"NYSE, Health Care, Positive, Previous hour, SD +1.08, #NYSE #HealthCare",1,0
"NYSE, Industrials, Positive, Previous hour, SD +1.00, #NYSE #Industrials",1,0
"NYSE, Basic Materials, Positive, Previous hour, SD +1.15, #NYSE #BasicMaterials",1,0
5-star analyst Ben Reitzes from Barclays reiterated a BUY on $HPQ. Ben has a 67% success rate http://t.co/1RYiVUUiqE #NYSE #stocks #HPQ,1,0
"NYSE, Consumer Services, Inactive, Previous hour, SD -1.02, #NYSE #ConsumerServices",0,1
"NYSE, Inactive, Previous hour, SD -1.08, #NYSE",0,1
"NYSE, Consumer Services, Inactive, Previous hour, SD -1.03, #NYSE #ConsumerServices",0,1
"NYSE, Financials, Inactive, Previous hour, SD -1.05, #NYSE #Financials",0,1
"NYSE, Consumer Services, Inactive, Previous hour, SD -1.12, #NYSE #ConsumerServices",0,1
"NYSE, Inactive, Previous hour, SD -1.11, #NYSE",0,1
"NYSE, Inactive, Previous hour, SD -1.15, #NYSE",0,1
"NYSE, Industrials, Inactive, Previous hour, SD -1.16, #NYSE #Industrials",0,1
"NYSE, Oil &amp; Gas, Inactive, Previous hour, SD -1.09, #NYSE #OilGas",0,1
"NYSE, Financials, Inactive, Previous hour, SD -1.17, #NYSE #Financials",0,1
"NYSE, Inactive, Previous hour, SD -1.39, #NYSE",0,1
"NYSE, Inactive, Previous hour, SD -1.28, #NYSE",0,1
"NYSE, Inactive, Previous hour, SD -1.09, #NYSE",0,1
"NYSE, Health Care, Positive, Previous hour, SD +1.07, #NYSE #HealthCare",1,0
"NYSE, Industrials, Inactive, Previous hour, SD -1.01, #NYSE #Industrials",0,1
"NYSE, Health Care, Positive, Previous hour, SD +1.00, #NYSE #HealthCare",1,0
